,gender,year,name,committees
66,W,2010,Murray,appropriations
67,M,2010,Nelson,"agriculture, nutrition, and forestry"
68,M,2010,Nelson,armed services
69,M,2010,Pryor,appropriations
70,M,2010,Reed,appropriations
71,M,2010,Risch,energy and natural resources
72,M,2010,Roberts,"agriculture, nutrition, and forestry"
73,M,2010,Rockefeller,"commerce, science, and transportation"
74,M,2010,Sanders,budget
75,M,2010,Schumer,"banking, housing, and urban affairs"
76,M,2010,Sessions,armed services
77,W,2010,Shaheen,energy and natural resources
78,M,2010,Shelby,appropriations
79,M,2010,Specter,appropriations
80,M,2010,Tester,appropriations
81,M,2010,Thune,"agriculture, nutrition, and forestry"
82,M,2010,Udall,armed services
83,M,2010,Udall,"commerce, science, and transportation"
84,M,2010,Vitter,armed services
85,M,2010,Voinovich,appropriations
86,M,2010,Warner,"banking, housing, and urban affairs"
87,M,2010,Webb,armed services
88,M,2010,Whitehouse,budget
89,M,2010,Wicker,armed services
90,M,2010,Wyden,budget
0,M,2010,Akaka,armed services
1,M,2010,Alexander,appropriations
2,M,2010,Barrasso,energy and natural resources
3,M,2010,Baucus,"agriculture, nutrition, and forestry"
4,M,2010,Bayh,armed services
5,M,2010,Begich,armed services
6,M,2010,Bennet,"agriculture, nutrition, and forestry"
7,M,2010,Bennett,appropriations
8,M,2010,Bingaman,armed services
9,M,2010,Bond,appropriations
10,W,2010,Boxer,"commerce, science, and transportation"
11,M,2010,"Brown,",armed services
12,M,2010,"Brown,","agriculture, nutrition, and forestry"
13,M,2010,Brownback,appropriations
14,M,2010,Bunning,"banking, housing, and urban affairs"
15,M,2010,Burr,armed services
16,M,2010,Burris,armed services
17,M,2010,Cardin,budget
18,M,2010,Carper,environment and public works
19,M,2010,Casey,"agriculture, nutrition, and forestry"
20,M,2010,Chambliss,"agriculture, nutrition, and forestry"
21,M,2010,Coburn,"health, education, labor, and pensions"
22,M,2010,Cochran,"agriculture, nutrition, and forestry"
23,M,2010,Conrad,"agriculture, nutrition, and forestry"
24,M,2010,Corker,"banking, housing, and urban affairs"
25,M,2010,Cornyn,"agriculture, nutrition, and forestry"
26,M,2010,Crapo,"banking, housing, and urban affairs"
27,M,2010,Demint,"banking, housing, and urban affairs"
28,M,2010,Dodd,"banking, housing, and urban affairs"
29,M,2010,Dorgan,appropriations
30,M,2010,Durbin,appropriations
31,M,2010,Ensign,budget
32,M,2010,Enzi,budget
33,M,2010,Feingold,budget
34,W,2010,Feinstein,appropriations
35,M,2010,Franken,"health, education, labor, and pensions"
36,W,2010,Gillibrand,"agriculture, nutrition, and forestry"
37,M,2010,Goodwin,armed services
38,M,2010,Graham,armed services
39,M,2010,Grassley,"agriculture, nutrition, and forestry"
40,M,2010,Gregg,appropriations
41,W,2010,Hagan,armed services
42,M,2010,Harkin,"agriculture, nutrition, and forestry"
43,M,2010,Hatch,finance
44,W,2010,Hutchison,appropriations
45,M,2010,Inhofe,armed services
46,M,2010,Inouye,appropriations
47,M,2010,Isakson,"commerce, science, and transportation"
48,M,2010,Johanns,"agriculture, nutrition, and forestry"
49,M,2010,Johnson,appropriations
50,M,2010,Kaufman,armed services
51,M,2010,Kerry,"commerce, science, and transportation"
52,M,2010,Kohl,appropriations
53,M,2010,Kyl,finance
54,M,2010,Lautenberg,appropriations
55,M,2010,Leahy,"agriculture, nutrition, and forestry"
56,M,2010,Lemieux,armed services
57,M,2010,Levin,armed services
58,M,2010,Lieberman,armed services
59,W,2010,Lincoln,"agriculture, nutrition, and forestry"
60,M,2010,Lugar,"agriculture, nutrition, and forestry"
61,M,2010,Mccain,armed services
62,W,2010,Mccaskill,armed services
63,M,2010,Mcconnell,"agriculture, nutrition, and forestry"
64,M,2010,Menendez,"banking, housing, and urban affairs"
65,M,2010,Merkley,"banking, housing, and urban affairs"
66,W,2010,Murray,appropriations
67,M,2010,Nelson,"agriculture, nutrition, and forestry"
68,M,2010,Nelson,armed services
69,M,2010,Pryor,appropriations
70,M,2010,Reed,appropriations
71,M,2010,Risch,energy and natural resources
72,M,2010,Roberts,"agriculture, nutrition, and forestry"
73,M,2010,Rockefeller,"commerce, science, and transportation"
74,M,2010,Sanders,budget
75,M,2010,Schumer,"banking, housing, and urban affairs"
76,M,2010,Sessions,armed services
77,W,2010,Shaheen,energy and natural resources
78,M,2010,Shelby,appropriations
79,M,2010,Specter,appropriations
80,M,2010,Tester,appropriations
81,M,2010,Thune,"agriculture, nutrition, and forestry"
82,M,2010,Udall,armed services
83,M,2010,Udall,"commerce, science, and transportation"
84,M,2010,Vitter,armed services
85,M,2010,Voinovich,appropriations
86,M,2010,Warner,"banking, housing, and urban affairs"
87,M,2010,Webb,armed services
88,M,2010,Whitehouse,budget
89,M,2010,Wicker,armed services
90,M,2010,Wyden,budget
0,M,2010,Akaka,armed services
1,M,2010,Alexander,appropriations
2,M,2010,Barrasso,energy and natural resources
3,M,2010,Baucus,"agriculture, nutrition, and forestry"
4,M,2010,Bayh,armed services
5,M,2010,Begich,armed services
6,M,2010,Bennet,"agriculture, nutrition, and forestry"
7,M,2010,Bennett,appropriations
8,M,2010,Bingaman,armed services
9,M,2010,Bond,appropriations
10,W,2010,Boxer,"commerce, science, and transportation"
11,M,2010,"Brown,",armed services
12,M,2010,"Brown,","agriculture, nutrition, and forestry"
13,M,2010,Brownback,appropriations
14,M,2010,Bunning,"banking, housing, and urban affairs"
15,M,2010,Burr,armed services
16,M,2010,Cardin,budget
17,M,2010,Carper,environment and public works
18,M,2010,Casey,"agriculture, nutrition, and forestry"
19,M,2010,Chambliss,"agriculture, nutrition, and forestry"
20,M,2010,Coburn,"health, education, labor, and pensions"
21,M,2010,Cochran,"agriculture, nutrition, and forestry"
22,M,2010,Conrad,"agriculture, nutrition, and forestry"
23,M,2010,Coons,armed services
24,M,2010,Corker,"banking, housing, and urban affairs"
25,M,2010,Cornyn,"agriculture, nutrition, and forestry"
26,M,2010,Crapo,"banking, housing, and urban affairs"
27,M,2010,Demint,"banking, housing, and urban affairs"
28,M,2010,Dodd,"banking, housing, and urban affairs"
29,M,2010,Dorgan,appropriations
30,M,2010,Durbin,appropriations
31,M,2010,Ensign,budget
32,M,2010,Enzi,budget
33,M,2010,Feingold,budget
34,W,2010,Feinstein,appropriations
35,M,2010,Franken,"health, education, labor, and pensions"
36,W,2010,Gillibrand,"agriculture, nutrition, and forestry"
37,M,2010,Graham,armed services
38,M,2010,Grassley,"agriculture, nutrition, and forestry"
39,M,2010,Gregg,appropriations
40,W,2010,Hagan,armed services
41,M,2010,Harkin,"agriculture, nutrition, and forestry"
42,M,2010,Hatch,finance
43,W,2010,Hutchison,appropriations
44,M,2010,Inhofe,armed services
45,M,2010,Inouye,appropriations
46,M,2010,Isakson,"commerce, science, and transportation"
47,M,2010,Johanns,"agriculture, nutrition, and forestry"
48,M,2010,Johnson,appropriations
49,M,2010,Kerry,"commerce, science, and transportation"
50,M,2010,Kirk,armed services
51,M,2010,Kohl,appropriations
52,M,2010,Kyl,finance
53,M,2010,Lautenberg,appropriations
54,M,2010,Leahy,"agriculture, nutrition, and forestry"
55,M,2010,Lemieux,armed services
56,M,2010,Levin,armed services
57,M,2010,Lieberman,armed services
58,W,2010,Lincoln,"agriculture, nutrition, and forestry"
59,M,2010,Lugar,"agriculture, nutrition, and forestry"
60,M,2010,Manchin,armed services
61,M,2010,Mccain,armed services
62,W,2010,Mccaskill,armed services
63,M,2010,Mcconnell,"agriculture, nutrition, and forestry"
64,M,2010,Menendez,"banking, housing, and urban affairs"
65,M,2010,Merkley,"banking, housing, and urban affairs"
66,W,2010,Murray,appropriations
67,M,2010,Nelson,"agriculture, nutrition, and forestry"
68,M,2010,Nelson,armed services
69,M,2010,Pryor,appropriations
70,M,2010,Reed,appropriations
71,M,2010,Risch,energy and natural resources
72,M,2010,Roberts,"agriculture, nutrition, and forestry"
73,M,2010,Rockefeller,"commerce, science, and transportation"
74,M,2010,Sanders,budget
75,M,2010,Schumer,"banking, housing, and urban affairs"
76,M,2010,Sessions,armed services
77,W,2010,Shaheen,energy and natural resources
78,M,2010,Shelby,appropriations
79,M,2010,Specter,appropriations
80,M,2010,Tester,appropriations
81,M,2010,Thune,"agriculture, nutrition, and forestry"
82,M,2010,Udall,armed services
83,M,2010,Udall,"commerce, science, and transportation"
84,M,2010,Vitter,armed services
85,M,2010,Voinovich,appropriations
86,M,2010,Warner,"banking, housing, and urban affairs"
87,M,2010,Webb,armed services
88,M,2010,Whitehouse,budget
89,M,2010,Wicker,armed services
90,M,2010,Wyden,budget
0,M,2009,Akaka,armed services
1,M,2009,Alexander,appropriations
2,M,2009,Barrasso,energy and natural resources
3,M,2009,Baucus,"agriculture, nutrition, and forestry"
4,M,2009,Bayh,armed services
5,M,2009,Begich,armed services
6,M,2009,Bennet,"agriculture, nutrition, and forestry"
7,M,2009,Bennett,appropriations
8,M,2009,Bingaman,energy and natural resources
9,M,2009,Bond,appropriations
10,W,2009,Boxer,"commerce, science, and transportation"
11,M,2009,Brown,"agriculture, nutrition, and forestry"
12,M,2009,Brownback,appropriations
13,M,2009,Bunning,"banking, housing, and urban affairs"
14,M,2009,Burr,armed services
15,M,2009,Burris,armed services
16,M,2009,Byrd,appropriations
17,M,2009,Cardin,budget
18,M,2009,Carper,environment and public works
19,M,2009,Casey,"agriculture, nutrition, and forestry"
20,M,2009,Chambliss,"agriculture, nutrition, and forestry"
21,M,2009,Coburn,"health, education, labor, and pensions"
22,M,2009,Cochran,"agriculture, nutrition, and forestry"
23,M,2009,Conrad,"agriculture, nutrition, and forestry"
24,M,2009,Corker,"banking, housing, and urban affairs"
25,M,2009,Cornyn,budget
26,M,2009,Crapo,"banking, housing, and urban affairs"
27,M,2009,Demint,"banking, housing, and urban affairs"
28,M,2009,Dodd,"banking, housing, and urban affairs"
29,M,2009,Dorgan,appropriations
30,M,2009,Durbin,appropriations
31,M,2009,Ensign,budget
32,M,2009,Enzi,budget
33,M,2009,Feingold,budget
34,W,2009,Feinstein,appropriations
35,W,2009,Gillibrand,"agriculture, nutrition, and forestry"
36,M,2009,Graham,armed services
37,M,2009,Grassley,"agriculture, nutrition, and forestry"
38,M,2009,Gregg,appropriations
39,W,2009,Hagan,armed services
40,M,2009,Harkin,"agriculture, nutrition, and forestry"
41,M,2009,Hatch,finance
42,W,2009,Hutchison,appropriations
43,M,2009,Inhofe,armed services
44,M,2009,Inouye,appropriations
45,M,2009,Isakson,"commerce, science, and transportation"
46,M,2009,Johanns,"agriculture, nutrition, and forestry"
47,M,2009,Johnson,appropriations
48,M,2009,Kaufman,foreign relations
49,M,2009,Kennedy,armed services
50,M,2009,Kerry,"commerce, science, and transportation"
51,M,2009,Kohl,appropriations
52,M,2009,Kyl,finance
53,M,2009,Lautenberg,appropriations
54,M,2009,Leahy,"agriculture, nutrition, and forestry"
55,M,2009,Levin,armed services
56,M,2009,Lieberman,armed services
57,W,2009,Lincoln,"agriculture, nutrition, and forestry"
58,M,2009,Lugar,"agriculture, nutrition, and forestry"
59,M,2009,Martinez,armed services
60,M,2009,Mccain,armed services
61,W,2009,Mccaskill,armed services
62,M,2009,Mcconnell,"agriculture, nutrition, and forestry"
63,M,2009,Menendez,"banking, housing, and urban affairs"
64,M,2009,Merkley,"banking, housing, and urban affairs"
65,W,2009,Murray,appropriations
66,M,2009,Nelson,armed services
67,M,2009,Nelson,"agriculture, nutrition, and forestry"
68,M,2009,Pryor,appropriations
69,M,2009,Reed,appropriations
70,M,2009,Reid,joint congressional committee on inaugural
71,M,2009,Risch,energy and natural resources
72,M,2009,Roberts,"agriculture, nutrition, and forestry"
73,M,2009,Rockefeller,"commerce, science, and transportation"
74,M,2009,Sanders,budget
75,M,2009,Schumer,"banking, housing, and urban affairs"
76,M,2009,Sessions,armed services
77,W,2009,Shaheen,energy and natural resources
78,M,2009,Shelby,appropriations
79,M,2009,Specter,appropriations
80,M,2009,Tester,appropriations
81,M,2009,Thune,"agriculture, nutrition, and forestry"
82,M,2009,Udall,armed services
83,M,2009,Udall,"commerce, science, and transportation"
84,M,2009,Vitter,armed services
85,M,2009,Voinovich,appropriations
86,M,2009,Warner,"banking, housing, and urban affairs"
87,M,2009,Webb,armed services
88,M,2009,Whitehouse,budget
89,M,2009,Wicker,armed services
90,M,2009,Wyden,budget
0,M,2011,Akaka,armed services
1,M,2011,Alexander,appropriations
2,M,2011,Barrasso,energy and natural resources
3,M,2011,Baucus,"agriculture, nutrition, and forestry"
4,M,2011,Begich,armed services
5,M,2011,Bennet,"agriculture, nutrition, and forestry"
6,M,2011,Bingaman,energy and natural resources
7,M,2011,Blumenthal,armed services
8,M,2011,Blunt,appropriations
9,M,2011,Boozman,"agriculture, nutrition, and forestry"
10,W,2011,Boxer,"commerce, science, and transportation"
11,M,2011,Brown,armed services
12,M,2011,Brown,"agriculture, nutrition, and forestry"
13,M,2011,Burr,finance
14,M,2011,Cardin,budget
15,M,2011,Carper,environment and public works
16,M,2011,Casey,"agriculture, nutrition, and forestry"
17,M,2011,Chambliss,"agriculture, nutrition, and forestry"
18,M,2011,Coats,appropriations
19,M,2011,Coburn,finance
20,M,2011,Cochran,"agriculture, nutrition, and forestry"
21,M,2011,Conrad,"agriculture, nutrition, and forestry"
22,M,2011,Coons,budget
23,M,2011,Corker,"banking, housing, and urban affairs"
24,M,2011,Cornyn,armed services
25,M,2011,Crapo,"banking, housing, and urban affairs"
26,M,2011,Demint,"banking, housing, and urban affairs"
27,M,2011,Durbin,appropriations
28,M,2011,Enzi,budget
29,W,2011,Feinstein,appropriations
30,M,2011,Franken,energy and natural resources
31,W,2011,Gillibrand,"agriculture, nutrition, and forestry"
32,M,2011,Graham,appropriations
33,M,2011,Grassley,"agriculture, nutrition, and forestry"
34,W,2011,Hagan,armed services
35,M,2011,Harkin,"agriculture, nutrition, and forestry"
36,M,2011,Hatch,finance
37,M,2011,Heller,"commerce, science, and transportation"
38,M,2011,Hoeven,"agriculture, nutrition, and forestry"
39,W,2011,Hutchison,appropriations
40,M,2011,Inhofe,armed services
41,M,2011,Inouye,appropriations
42,M,2011,Isakson,"commerce, science, and transportation"
43,M,2011,Johanns,"agriculture, nutrition, and forestry"
44,M,2011,Johnson,appropriations
45,M,2011,Johnson,appropriations
46,M,2011,Kerry,"commerce, science, and transportation"
47,M,2011,Kirk,appropriations
48,M,2011,Kohl,appropriations
49,M,2011,Kyl,finance
50,M,2011,Lautenberg,appropriations
51,M,2011,Leahy,"agriculture, nutrition, and forestry"
52,M,2011,Lee,energy and natural resources
53,M,2011,Levin,armed services
54,M,2011,Lieberman,armed services
55,M,2011,Lugar,"agriculture, nutrition, and forestry"
56,M,2011,Manchin,armed services
57,M,2011,Mccain,armed services
58,W,2011,Mccaskill,armed services
59,M,2011,Mcconnell,"agriculture, nutrition, and forestry"
60,M,2011,Menendez,"banking, housing, and urban affairs"
61,M,2011,Merkley,"banking, housing, and urban affairs"
62,M,2011,Moran,appropriations
63,W,2011,Murray,appropriations
64,M,2011,Nelson,"agriculture, nutrition, and forestry"
65,M,2011,Nelson,budget
66,M,2011,Paul,energy and natural resources
67,M,2011,Portman,armed services
68,M,2011,Pryor,appropriations
69,M,2011,Reed,appropriations
70,M,2011,Risch,energy and natural resources
71,M,2011,Roberts,"agriculture, nutrition, and forestry"
72,M,2011,Rockefeller,"commerce, science, and transportation"
73,M,2011,Rubio,"commerce, science, and transportation"
74,M,2011,Sanders,budget
75,M,2011,Schumer,"banking, housing, and urban affairs"
76,M,2011,Sessions,armed services
77,W,2011,Shaheen,armed services
78,M,2011,Shelby,appropriations
79,M,2011,Tester,appropriations
80,M,2011,Thune,"agriculture, nutrition, and forestry"
81,M,2011,Toomey,"banking, housing, and urban affairs"
82,M,2011,Udall,armed services
83,M,2011,Udall,"commerce, science, and transportation"
84,M,2011,Vitter,armed services
85,M,2011,Warner,"banking, housing, and urban affairs"
86,M,2011,Webb,armed services
87,M,2011,Whitehouse,budget
88,M,2011,Wicker,armed services
89,M,2011,Wyden,budget
0,M,2014,Alexander,appropriations
1,M,2014,Barrasso,energy and natural resources
2,M,2014,Baucus,"agriculture, nutrition, and forestry"
3,M,2014,Begich,appropriations
4,M,2014,Bennet,"agriculture, nutrition, and forestry"
5,M,2014,Blumenthal,armed services
6,M,2014,Blunt,appropriations
7,M,2014,Booker,"commerce, science, and transportation"
8,M,2014,Boozman,"agriculture, nutrition, and forestry"
9,W,2014,Boxer,"commerce, science, and transportation"
10,M,2014,Brown,"agriculture, nutrition, and forestry"
11,M,2014,Burr,finance
12,M,2014,Cardin,environment and public works
13,M,2014,Carper,environment and public works
14,M,2014,Casey,"agriculture, nutrition, and forestry"
15,M,2014,Chambliss,"agriculture, nutrition, and forestry"
16,M,2014,Coats,appropriations
17,M,2014,Coburn,"banking, housing, and urban affairs"
18,M,2014,Cochran,"agriculture, nutrition, and forestry"
19,M,2014,Coons,appropriations
20,M,2014,Corker,"banking, housing, and urban affairs"
21,M,2014,Cornyn,finance
22,M,2014,Crapo,"banking, housing, and urban affairs"
23,M,2014,Cruz,armed services
24,M,2014,Donnelly,"agriculture, nutrition, and forestry"
25,M,2014,Durbin,appropriations
26,M,2014,Enzi,budget
27,W,2014,Feinstein,appropriations
28,W,2014,Fischer,armed services
29,M,2014,Flake,energy and natural resources
30,M,2014,Franken,energy and natural resources
31,W,2014,Gillibrand,"agriculture, nutrition, and forestry"
32,M,2014,Graham,appropriations
33,M,2014,Grassley,"agriculture, nutrition, and forestry"
34,W,2014,Hagan,armed services
35,M,2014,Harkin,"agriculture, nutrition, and forestry"
36,M,2014,Hatch,finance
37,M,2014,Heinrich,energy and natural resources
38,M,2014,Heller,"banking, housing, and urban affairs"
39,M,2014,Hoeven,"agriculture, nutrition, and forestry"
40,M,2014,Inhofe,armed services
41,M,2014,Isakson,finance
42,M,2014,Johanns,"agriculture, nutrition, and forestry"
43,M,2014,Johnson,budget
44,M,2014,Johnson,appropriations
45,M,2014,Kaine,armed services
46,M,2014,King,armed services
47,M,2014,Kirk,appropriations
48,M,2014,Leahy,"agriculture, nutrition, and forestry"
49,M,2014,Lee,armed services
50,M,2014,Levin,armed services
51,M,2014,Manchin,armed services
52,M,2014,Markey,"commerce, science, and transportation"
53,M,2014,"M
ccain",armed services
54,W,2014,"M
ccaskill",armed services
55,M,2014,"M
cconnell","agriculture, nutrition, and forestry"
56,M,2014,Menendez,"banking, housing, and urban affairs"
57,M,2014,Merkley,appropriations
58,M,2014,Moran,appropriations
59,M,2014,Murphy,foreign relations
60,W,2014,Murray,appropriations
61,M,2014,Nelson,armed services
62,M,2014,Paul,foreign relations
63,M,2014,Portman,budget
64,M,2014,Pryor,appropriations
65,M,2014,Reed,appropriations
66,M,2014,Risch,energy and natural resources
67,M,2014,Roberts,"agriculture, nutrition, and forestry"
68,M,2014,Rockefeller,"commerce, science, and transportation"
69,M,2014,Rubio,"commerce, science, and transportation"
70,M,2014,Sanders,budget
71,M,2014,Schatz,"commerce, science, and transportation"
72,M,2014,Schumer,"banking, housing, and urban affairs"
73,M,2014,Scott,"commerce, science, and transportation"
74,M,2014,Sessions,armed services
75,W,2014,Shaheen,appropriations
76,M,2014,Shelby,appropriations
77,M,2014,Tester,appropriations
78,M,2014,Thune,"agriculture, nutrition, and forestry"
79,M,2014,Toomey,"banking, housing, and urban affairs"
80,M,2014,Udall,armed services
81,M,2014,Udall,appropriations
82,M,2014,Vitter,armed services
83,M,2014,Warner,"banking, housing, and urban affairs"
84,M,2014,Whitehouse,budget
85,M,2014,Wicker,armed services
86,M,2014,Wyden,budget
0,M,2014,Alexander,appropriations
1,M,2014,Barrasso,energy and natural resources
2,M,2014,Begich,appropriations
3,M,2014,Bennet,"agriculture, nutrition, and forestry"
4,M,2014,Blumenthal,armed services
5,M,2014,Blunt,appropriations
6,M,2014,Booker,"commerce, science, and transportation"
7,M,2014,Boozman,"agriculture, nutrition, and forestry"
8,W,2014,Boxer,"commerce, science, and transportation"
9,M,2014,Brown,"agriculture, nutrition, and forestry"
10,M,2014,Burr,finance
11,M,2014,Cardin,environment and public works
12,M,2014,Carper,environment and public works
13,M,2014,Casey,"agriculture, nutrition, and forestry"
14,M,2014,Chambliss,"agriculture, nutrition, and forestry"
15,M,2014,Coats,appropriations
16,M,2014,Coburn,"banking, housing, and urban affairs"
17,M,2014,Cochran,"agriculture, nutrition, and forestry"
18,M,2014,Coons,appropriations
19,M,2014,Corker,"banking, housing, and urban affairs"
20,M,2014,Cornyn,finance
21,M,2014,Crapo,"banking, housing, and urban affairs"
22,M,2014,Cruz,armed services
23,M,2014,Donnelly,"agriculture, nutrition, and forestry"
24,M,2014,Durbin,appropriations
25,M,2014,Enzi,budget
26,W,2014,Feinstein,appropriations
27,W,2014,Fischer,armed services
28,M,2014,Flake,energy and natural resources
29,M,2014,Franken,energy and natural resources
30,W,2014,Gillibrand,"agriculture, nutrition, and forestry"
31,M,2014,Graham,appropriations
32,M,2014,Grassley,"agriculture, nutrition, and forestry"
33,W,2014,Hagan,armed services
34,M,2014,Harkin,"agriculture, nutrition, and forestry"
35,M,2014,Hatch,finance
36,M,2014,Heinrich,energy and natural resources
37,M,2014,Heller,"banking, housing, and urban affairs"
38,M,2014,Hoeven,"agriculture, nutrition, and forestry"
39,M,2014,Inhofe,armed services
40,M,2014,Isakson,finance
41,M,2014,Johanns,"agriculture, nutrition, and forestry"
42,M,2014,Johnson,budget
43,M,2014,Johnson,appropriations
44,M,2014,Kaine,armed services
45,M,2014,King,armed services
46,M,2014,Kirk,appropriations
47,M,2014,Leahy,"agriculture, nutrition, and forestry"
48,M,2014,Lee,armed services
49,M,2014,Levin,armed services
50,M,2014,Manchin,armed services
51,M,2014,Markey,"commerce, science, and transportation"
52,M,2014,"M
ccain",armed services
53,W,2014,M,armed services
54,M,2014,"M
cconnell","agriculture, nutrition, and forestry"
55,M,2014,Menendez,"banking, housing, and urban affairs"
